year,key_team,win,loss,runs_for,runs_against
2016,ARI,69,93,752,890
2016,ATL,68,93,649,779
2016,BAL,89,73,744,715
2016,BOS,93,69,878,694
2016,CHA,78,84,686,715
2016,CHN,103,58,808,556
2016,CIN,68,94,716,854
2016,CLE,94,67,777,676
2016,COL,75,87,845,860
2016,DET,86,75,750,721
2016,HOU,84,78,724,701
2016,KCA,81,81,675,712
2016,LAN,91,71,725,638
2016,MIA,79,82,655,682
2016,MIL,73,89,671,733
2016,MIN,59,103,722,889
2016,NYA,84,78,680,702
2016,NYN,87,75,671,617
2016,OAK,69,93,653,761
2016,PHI,71,91,610,796
2016,PIT,78,83,729,758
2016,SDN,68,94,686,770
2016,SEA,86,76,768,707
2016,SFN,87,75,715,631
2016,SLN,86,76,779,712
2016,TBA,68,94,672,713
2016,TEX,95,67,765,757
2016,TOR,89,73,759,666
2016,WAS,95,67,763,612
2017,ANA,80,82,710,709
2017,ARI,93,69,812,659
2017,ATL,72,90,732,821
2017,BAL,75,87,743,841
2017,BOS,93,69,785,668
2017,CHA,67,95,706,820
2017,CHN,92,70,822,695
2017,CIN,68,94,753,869
2017,CLE,102,60,818,564
2017,COL,87,75,824,757
2017,DET,64,98,735,894
2017,HOU,101,61,896,700
2017,KCA,80,82,702,791
2017,LAN,104,58,770,580
2017,MIA,77,85,778,822
2017,MIL,86,76,732,697
2017,MIN,85,77,815,788
2017,NYA,91,71,858,660
2017,NYN,70,92,735,863
2017,OAK,75,87,739,826
2017,PHI,66,96,690,782
2017,PIT,75,87,668,731
2017,SDN,71,91,604,816
2017,SEA,78,84,750,772
2017,SFN,64,98,639,776
2017,SLN,83,79,761,705
2017,TBA,80,82,694,704
2017,TEX,78,84,799,816
2017,TOR,76,86,693,784
2017,WAS,97,65,819,672
