"","year","team","total_offense","total_defense","overall_score"
"1","1961","BAL",2.91788419800363,2.77855241505582,0.139331782947817
"2","1961","BOS",2.91230781808461,2.97074637086059,-0.0584385527759732
"3","1961","CHA",2.97334712409052,2.92504110044977,0.0483060236407544
"4","1961","CHN",2.923304562153,3.02572240049534,-0.102417838342336
"5","1961","CIN",2.98227598368707,2.89605757245665,0.086218411230417
"6","1961","CLE",2.95941908646147,2.96244290186601,-0.00302381540454011
"7","1961","DET",3.03729986057733,2.88335527061457,0.153944589962761
"8","1961","KC1",2.88496956702511,3.04594502949652,-0.160975462471409
"9","1961","LAA",2.97934476454859,3.00719159695827,-0.0278468324096854
"10","1961","LAN",3.04856105893111,2.99641877699416,0.0521422819369439
"11","1961","MIN",2.91152772300276,2.97636916786459,-0.0648414448618295
"12","1961","MLN",2.98896730085953,2.92707815535687,0.0618891455026631
"13","1961","NYA",3.04202662022588,2.83297737389965,0.20904924632623
"14","1961","PHI",2.84766008835026,3.05115193261551,-0.203491844265248
"15","1961","PIT",2.96444936464975,2.94872525775811,0.015724106891648
"16","1961","SFN",3.05853129680281,2.94452703504949,0.114004261753313
"17","1961","SLN",2.97588278910624,2.92310210002107,0.0527806890851625
"18","1961","WS2",2.84235621110234,2.98961383113144,-0.147257620029103
"19","1962","BAL",2.8992776812499,2.89058032673593,0.00869735451397213
"20","1962","BOS",2.91320965688911,2.95379358648693,-0.0405839295978252
"21","1962","CHA",2.9252171653316,2.86080144110609,0.0644157242255115
"22","1962","CHN",2.8385226340056,3.01856655426438,-0.18004392025878
"23","1962","CIN",3.03240777850009,2.9093632525397,0.123044525960388
"24","1962","CLE",2.91048518163492,2.95377517965486,-0.0432899980199375
"25","1962","DET",2.97801076761389,2.91405270711522,0.063958060498666
"26","1962","HOU",2.8380001455203,2.98296196603961,-0.144961820519315
"27","1962","KC1",2.95309442920389,3.03058118572632,-0.07748675652243
"28","1962","LAA",2.95422766261307,2.93124032797996,0.0229873346331138
"29","1962","LAN",3.09401157603804,2.947224455262,0.14678712077604
"30","1962","MIN",2.99281198886402,2.91347816997973,0.0793338188842916
"31","1962","MLN",2.9783143893587,2.91324825911808,0.0650661302406146
"32","1962","NYA",3.05094482967832,2.91996093753745,0.130983892140871
"33","1962","NYN",2.90204201499804,3.17448509786091,-0.272443082862878
"34","1962","PHI",2.94032522340914,3.00334889379781,-0.0630236703886657
"35","1962","PIT",2.93981612989334,2.86781288999608,0.072003239897263
"36","1962","SFN",3.11296338456344,2.94403106285703,0.168932321706416
"37","1962","SLN",3.00687773162563,2.89248765143587,0.114390080189756
"38","1962","WS2",2.82068606908606,2.92816316909148,-0.107477100005413
"39","1963","BAL",2.91496537827644,2.85254745602811,0.0624179222483354
"40","1963","BOS",2.8953006264064,2.9208788365215,-0.025578210115099
"41","1963","CHA",2.92003586999515,2.75104328138522,0.168992588609933
"42","1963","CHN",2.80773279793961,2.80555411556213,0.00217868237748009
"43","1963","CIN",2.93583751896736,2.84496496818541,0.0908725507819463
"44","1963","CLE",2.88659249581773,2.93202668619424,-0.0454341903765116
"45","1963","DET",2.94960273708956,2.94677149532597,0.00283124176359362
"46","1963","HOU",2.73177649346021,2.94089987992861,-0.209123386468393
"47","1963","KC1",2.84087789024763,2.9216061355248,-0.0807282452771636
"48","1963","LAA",2.85851066812999,2.90487590975228,-0.0463652416222895
