year,key_team,win,loss,runs_for,runs_against
1969,CAL,71,91,528,652
1969,CHA,68,94,625,723
1969,CHN,92,70,720,611
1969,CIN,89,73,798,768
1969,CLE,62,99,573,717
1969,DET,90,72,701,601
1969,HOU,81,81,676,668
1969,KCA,69,93,586,688
1969,LAN,85,77,645,561
1969,MIN,97,65,790,618
1969,MON,52,110,582,791
1969,NYA,80,81,562,587
1969,NYN,100,62,632,541
1969,OAK,88,74,740,678
1969,PHI,63,99,645,745
1969,PIT,88,74,725,652
1969,SDN,52,110,468,746
1969,SE1,64,98,639,799
1969,SFN,90,72,713,636
1969,SLN,87,75,595,540
1969,WS2,86,76,694,644
1970,ATL,76,86,736,772
1970,BAL,108,54,792,574
1970,BOS,87,75,786,722
1970,CAL,86,76,631,630
1970,CHA,56,106,633,822
1970,CHN,84,78,806,679
1970,CIN,102,60,775,681
1970,CLE,76,86,649,675
1970,DET,79,83,666,731
1970,HOU,79,83,744,763
1970,KCA,65,97,611,705
1970,LAN,87,74,749,684
1970,MIL,65,97,613,751
1970,MIN,98,64,744,605
1970,MON,73,89,687,807
1970,NYA,93,69,680,612
1970,NYN,83,79,695,630
1970,OAK,89,73,678,593
1970,PHI,73,88,594,730
1970,PIT,89,73,729,664
1970,SDN,63,99,681,788
1970,SFN,86,76,831,826
1970,SLN,76,86,744,747
1970,WS2,70,92,626,689
1971,ATL,82,80,643,699
1971,BAL,101,57,742,530
1971,BOS,85,77,691,667
1971,CAL,76,86,511,576
1971,CHA,79,83,617,597
1971,CHN,83,79,637,648
1971,CIN,79,83,586,581
1971,CLE,60,102,543,747
1971,DET,91,71,701,645
1971,HOU,79,83,585,567
1971,KCA,85,76,603,566
1971,LAN,89,73,663,587
1971,MIL,69,92,534,609
1971,MIN,74,86,654,670
1971,MON,71,90,622,729
1971,NYA,81,81,648,641
1971,NYN,83,79,588,550
1971,OAK,101,60,691,564
1971,PHI,67,95,558,688
1971,PIT,97,65,788,599
1971,SDN,61,100,486,610
1971,SFN,90,72,706,644
1971,SLN,90,72,739,699
1971,WS2,64,95,537,660
1972,ATL,70,84,628,730
1972,BAL,80,74,519,430
1972,BOS,85,70,640,620
1972,CAL,75,80,454,533
1972,CHA,87,67,566,538
1972,CHN,85,70,685,567
1972,CIN,95,59,707,557
1972,CLE,72,84,472,519
1972,DET,86,70,558,514
1972,HOU,84,69,708,636
1972,KCA,76,78,580,545
1972,LAN,85,70,584,527
1972,MIL,65,91,493,595
1972,MIN,77,77,537,535
1972,MON,70,86,513,609
1972,NYA,79,76,557,527
1972,NYN,83,73,528,578
1972,OAK,93,62,604,457
1972,PHI,59,97,503,635
1972,PIT,96,59,691,512
1972,SDN,58,95,488,665
1972,SFN,69,86,662,649
1972,SLN,75,81,568,600
1972,TEX,54,100,461,628
1973,ATL,76,85,799,774
1973,BAL,97,65,754,561
1973,BOS,89,73,738,647
1973,CAL,79,83,629,657
1973,CHA,77,85,652,705
1973,CHN,77,84,614,655
1973,CIN,99,63,741,621
1973,CLE,71,91,680,826
1973,DET,85,77,642,674
1973,HOU,82,80,681,672
1973,KCA,88,74,755,752
1973,LAN,95,66,675,565
1973,MIL,74,88,708,731
1973,MIN,81,81,738,692
1973,MON,79,83,668,702
1973,NYA,80,82,641,610
1973,NYN,82,79,608,588
1973,OAK,94,68,758,615
1973,PHI,71,91,642,717
1973,PIT,80,82,704,693
1973,SDN,60,102,548,770
1973,SFN,88,74,739,702
1973,SLN,81,81,643,603
1973,TEX,57,105,619,844
1974,ATL,88,74,661,563
1974,BAL,91,71,659,612
1974,BOS,84,78,696,661
1974,CAL,68,94,618,657
1974,CHA,80,80,684,721
1974,CHN,66,96,669,826
1974,CIN,98,64,776,631
1974,CLE,77,84,662,694
1974,DET,72,90,620,768
1974,HOU,81,81,653,632
1974,KCA,77,85,667,662
1974,LAN,102,60,798,561
1974,MIL,76,86,647,660
1974,MIN,82,80,673,669
1974,MON,79,82,662,657
1974,NYA,89,73,671,623
1974,NYN,71,91,572,646
1974,OAK,90,72,689,551
1974,PHI,80,82,676,701
1974,PIT,88,74,751,657
1974,SDN,60,102,541,830
1974,SFN,72,90,634,723
1974,SLN,86,75,677,643
1974,TEX,83,76,690,698
1975,ATL,67,94,583,739
1975,BAL,90,69,682,553
1975,BOS,95,65,796,709
1975,CAL,72,89,628,723
1975,CHA,75,86,655,703
1975,CHN,75,87,712,827
1975,CIN,108,54,840,586
1975,CLE,79,80,688,703
1975,DET,57,102,570,786
1975,HOU,64,97,664,711
1975,KCA,91,71,710,649
1975,LAN,88,74,648,534
1975,MIL,68,94,675,792
1975,MIN,76,83,724,736
1975,MON,75,87,601,690
1975,NYA,83,77,681,588
1975,NYN,82,80,646,625
1975,OAK,98,64,758,606
1975,PHI,86,76,735,694
1975,PIT,92,69,712,565
1975,SDN,71,91,552,683
1975,SFN,80,81,659,671
1975,SLN,82,80,662,689
1975,TEX,79,83,714,733
1976,ATL,70,92,620,700
1976,BAL,88,74,619,598
1976,BOS,83,79,716,660
1976,CAL,76,86,550,631
1976,CHA,64,97,586,745
1976,CHN,75,87,611,728
1976,CIN,102,60,857,633
1976,CLE,81,78,615,615
1976,DET,74,87,609,709
1976,HOU,80,82,625,657
1976,KCA,90,72,713,611
1976,LAN,92,70,608,543
1976,MIL,66,95,570,655
1976,MIN,85,77,743,704
1976,MON,55,107,531,734
1976,NYA,97,62,730,575
1976,NYN,86,76,615,538
1976,OAK,87,74,686,598
1976,PHI,101,61,770,557
1976,PIT,92,70,708,630
1976,SDN,73,89,570,662
1976,SFN,74,88,595,686
1976,SLN,72,90,629,671
1976,TEX,76,86,616,652
1977,ATL,61,101,678,895
1977,BAL,97,64,719,653
1977,BOS,97,64,859,712
1977,CAL,74,88,675,695
1977,CHA,90,72,844,771
1977,CHN,81,81,692,739
1977,CIN,88,74,802,725
1977,CLE,71,90,676,739
1977,DET,74,88,714,751
1977,HOU,81,81,680,650
1977,KCA,102,60,822,651
1977,LAN,98,64,769,582
1977,MIL,67,95,639,765
1977,MIN,84,77,867,776
1977,MON,75,87,665,736
1977,NYA,100,62,831,651
1977,NYN,64,98,587,663
1977,OAK,63,98,605,749
1977,PHI,101,61,847,668
1977,PIT,96,66,734,665
1977,SDN,69,93,692,834
1977,SEA,64,98,624,855
1977,SFN,75,87,673,711
1977,SLN,83,79,737,688
1977,TEX,94,68,767,657
1977,TOR,54,107,605,822
1978,ATL,69,93,600,750
1978,BAL,90,71,659,633
1978,BOS,99,64,796,657
1978,CAL,87,75,691,666
1978,CHA,71,90,634,731
1978,CHN,79,83,664,724
1978,CIN,92,69,710,688
1978,CLE,69,90,639,694
1978,DET,86,76,714,653
1978,HOU,74,88,605,634
1978,KCA,92,70,743,634
1978,LAN,95,67,727,573
1978,MIL,93,69,804,650
1978,MIN,73,89,666,678
1978,MON,76,86,633,611
1978,NYA,100,63,735,582
1978,NYN,66,96,607,690
1978,OAK,69,93,532,690
1978,PHI,90,72,708,586
1978,PIT,88,73,684,637
1978,SDN,84,78,591,598
1978,SEA,56,104,614,834
1978,SFN,89,73,613,594
1978,SLN,69,93,600,657
1978,TEX,87,75,692,632
1978,TOR,59,102,590,775
1979,ATL,66,94,669,763
1979,BAL,102,57,757,582
1979,BOS,91,69,841,711
1979,CAL,88,74,866,768
1979,CHA,73,86,730,748
1979,CHN,80,82,706,707
1979,CIN,90,71,731,644
1979,CLE,81,80,760,805
1979,DET,84,76,770,738
1979,HOU,89,73,583,582
1979,KCA,85,77,851,816
1979,LAN,79,83,739,717
1979,MIL,95,66,807,722
1979,MIN,82,80,764,725
1979,MON,95,65,701,581
1979,NYA,89,71,734,672
1979,NYN,63,99,593,706
1979,OAK,54,108,573,860
1979,PHI,84,78,683,718
1979,PIT,98,64,775,643
1979,SDN,68,93,603,681
1979,SEA,67,95,711,820
1979,SFN,71,91,672,751
1979,SLN,86,76,731,693
1979,TEX,83,79,750,698
1979,TOR,53,109,613,862
1980,ATL,81,80,630,660
1980,BAL,100,62,805,640
1980,BOS,83,77,757,767
1980,CAL,65,95,698,797
1980,CHA,70,90,587,722
1980,CHN,64,98,614,728
1980,CIN,89,73,707,670
1980,CLE,79,81,738,807
1980,DET,84,78,830,757
1980,HOU,93,70,637,589
1980,KCA,97,65,809,694
1980,LAN,92,71,663,591
1980,MIL,86,76,811,682
1980,MIN,77,84,670,724
1980,MON,90,72,694,629
1980,NYA,103,59,820,662
1980,NYN,67,95,611,702
1980,OAK,83,79,686,642
1980,PHI,91,71,728,639
1980,PIT,83,79,666,646
1980,SDN,73,89,591,654
1980,SEA,59,103,610,793
1980,SFN,75,86,573,634
1980,SLN,74,88,738,710
1980,TEX,76,85,756,752
1980,TOR,67,95,624,762
1981,ATL,50,56,395,416
1981,BAL,59,46,429,437
1981,BOS,59,49,519,481
1981,CAL,51,59,476,453
1981,CHA,54,52,476,423
1981,CHN,38,65,370,483
1981,CIN,66,42,464,440
1981,CLE,52,51,431,442
1981,DET,60,49,427,404
1981,HOU,61,49,394,331
1981,KCA,50,53,397,405
1981,LAN,63,47,450,356
1981,MIL,62,47,493,459
1981,MIN,41,68,378,486
1981,MON,60,48,443,394
1981,NYA,59,48,421,343
1981,NYN,41,62,348,432
1981,OAK,64,45,458,403
1981,PHI,59,48,491,472
1981,PIT,46,56,407,425
1981,SDN,41,69,382,455
1981,SEA,44,65,426,521
1981,SFN,56,55,427,414
1981,SLN,59,43,464,417
1981,TEX,57,48,452,389
1981,TOR,37,69,329,466
1982,ATL,89,73,739,702
1982,BAL,94,68,774,687
1982,BOS,89,73,753,713
1982,CAL,93,69,814,670
1982,CHA,87,75,786,710
1982,CHN,73,89,676,709
1982,CIN,61,101,545,661
1982,CLE,78,84,683,748
1982,DET,83,79,729,685
1982,HOU,77,85,569,620
1982,KCA,90,72,784,717
1982,LAN,88,74,691,612
1982,MIL,95,67,891,717
1982,MIN,60,102,657,819
1982,MON,86,76,697,616
1982,NYA,79,83,709,716
1982,NYN,65,97,609,723
1982,OAK,68,94,691,819
1982,PHI,89,73,664,654
1982,PIT,84,78,724,696
1982,SDN,81,81,675,658
1982,SEA,76,86,651,712
1982,SFN,87,75,673,687
1982,SLN,92,70,685,609
1982,TEX,64,98,590,749
1982,TOR,78,84,651,701
1983,ATL,88,74,746,640
1983,BAL,98,64,799,652
1983,BOS,78,84,724,775
1983,CAL,70,92,722,779
1983,CHA,99,63,800,650
1983,CHN,71,91,701,719
1983,CIN,74,88,623,710
1983,CLE,70,92,704,785
1983,DET,92,70,789,679
1983,HOU,85,77,643,646
1983,KCA,79,83,696,767
1983,LAN,91,71,654,609
1983,MIL,87,75,764,708
1983,MIN,70,92,709,822
1983,MON,82,80,677,646
1983,NYA,91,71,770,703
1983,NYN,68,94,575,680
1983,OAK,74,88,708,782
1983,PHI,90,72,696,635
1983,PIT,84,78,659,648
1983,SDN,81,81,653,653
1983,SEA,60,102,558,740
1983,SFN,79,83,687,697
1983,SLN,79,83,679,710
1983,TEX,77,85,639,609
1983,TOR,89,73,795,726
1984,ATL,80,82,632,655
1984,BAL,85,77,681,667
1984,BOS,86,76,810,764
1984,CAL,81,81,696,697
1984,CHA,74,88,679,736
1984,CHN,96,65,762,658
1984,CIN,70,92,627,747
1984,CLE,75,87,761,766
1984,DET,104,58,829,643
1984,HOU,80,82,693,630
1984,KCA,84,78,673,686
1984,LAN,79,83,580,600
1984,MIL,67,94,641,734
1984,MIN,81,81,673,675
1984,MON,78,83,593,585
1984,NYA,87,75,758,679
1984,NYN,90,72,652,676
1984,OAK,77,85,738,796
1984,PHI,81,81,720,690
1984,PIT,75,87,615,567
1984,SDN,92,70,686,634
1984,SEA,74,88,682,774
1984,SFN,66,96,682,807
1984,SLN,84,78,652,645
1984,TEX,69,92,656,714
1984,TOR,89,73,750,696
1985,ATL,66,96,632,781
1985,BAL,83,78,818,764
1985,BOS,81,81,800,720
1985,CAL,90,72,732,703
1985,CHA,85,77,736,720
1985,CHN,77,84,686,729
1985,CIN,89,72,677,666
1985,CLE,60,102,729,861
1985,DET,84,77,729,688
1985,HOU,83,79,706,691
1985,KCA,91,71,687,639
1985,LAN,95,67,682,579
1985,MIL,71,90,690,802
1985,MIN,77,85,705,782
1985,MON,84,77,633,636
1985,NYA,97,64,839,660
1985,NYN,98,64,695,568
1985,OAK,77,85,757,787
1985,PHI,75,87,667,673
1985,PIT,57,104,568,708
1985,SDN,83,79,650,622
1985,SEA,74,88,719,818
1985,SFN,62,100,556,674
1985,SLN,101,61,747,572
1985,TEX,62,99,617,785
1985,TOR,99,62,759,588
1986,ATL,72,89,615,719
1986,BAL,73,89,708,760
1986,BOS,95,66,794,696
1986,CAL,92,70,786,684
1986,CHA,72,90,644,699
1986,CHN,70,90,680,781
1986,CIN,86,76,732,717
1986,CLE,84,78,831,841
1986,DET,87,75,798,714
1986,HOU,96,66,654,569
1986,KCA,76,86,654,673
1986,LAN,73,89,638,679
1986,MIL,77,84,667,734
1986,MIN,71,91,741,839
1986,MON,78,83,637,688
1986,NYA,90,72,797,738
1986,NYN,108,54,783,578
1986,OAK,76,86,731,760
1986,PHI,86,75,739,713
1986,PIT,64,98,663,700
1986,SDN,74,88,656,723
1986,SEA,67,95,718,835
1986,SFN,83,79,698,618
1986,SLN,79,82,601,611
1986,TEX,87,75,771,743
1986,TOR,86,76,809,733
1987,ATL,69,92,747,829
1987,BAL,67,95,729,880
1987,BOS,78,84,842,825
1987,CAL,75,87,770,803
1987,CHA,77,85,748,746
1987,CHN,76,85,720,801
1987,CIN,84,78,783,752
1987,CLE,61,101,742,957
1987,DET,98,64,896,735
1987,HOU,76,86,648,678
1987,KCA,83,79,715,691
1987,LAN,73,89,635,675
1987,MIL,91,71,862,817
1987,MIN,85,77,786,806
1987,MON,91,71,741,720
1987,NYA,89,73,788,758
1987,NYN,92,70,823,698
1987,OAK,81,81,806,789
1987,PHI,80,82,702,749
1987,PIT,80,82,723,744
1987,SDN,65,97,668,763
1987,SEA,78,84,760,801
1987,SFN,90,72,783,669
1987,SLN,95,67,798,693
1987,TEX,75,87,823,849
1987,TOR,96,66,845,655
1988,ATL,54,106,555,741
1988,BAL,54,107,550,789
1988,BOS,89,73,813,689
1988,CAL,75,87,714,771
1988,CHA,71,90,631,757
1988,CHN,77,85,660,694
1988,CIN,87,74,641,596
1988,CLE,78,84,666,731
1988,DET,88,74,703,658
1988,HOU,82,80,617,631
1988,KCA,84,77,704,648
1988,LAN,94,67,628,544
1988,MIL,87,75,682,616
1988,MIN,91,71,759,672
1988,MON,81,81,628,592
1988,NYA,85,76,772,748
1988,NYN,100,60,703,532
1988,OAK,104,58,800,620
1988,PHI,65,96,597,734
1988,PIT,85,75,651,616
1988,SDN,83,78,594,583
1988,SEA,68,93,664,744
1988,SFN,83,79,670,626
1988,SLN,76,86,578,633
1988,TEX,70,91,637,735
1988,TOR,87,75,763,680
1989,ATL,63,97,584,680
1989,BAL,87,75,708,686
1989,BOS,83,79,774,735
1989,CAL,91,71,669,578
1989,CHA,69,92,693,750
1989,CHN,93,69,702,623
1989,CIN,75,87,632,691
1989,CLE,73,89,604,654
1989,DET,59,103,617,816
1989,HOU,86,76,647,669
1989,KCA,92,70,690,635
1989,LAN,77,83,554,536
1989,MIL,81,81,707,679
1989,MIN,80,82,740,738
1989,MON,81,81,632,630
1989,NYA,74,87,698,792
1989,NYN,87,75,683,595
1989,OAK,99,63,712,576
1989,PHI,67,95,629,735
1989,PIT,74,88,637,680
1989,SDN,89,73,642,626
1989,SEA,73,89,694,728
1989,SFN,92,70,699,600
1989,SLN,86,76,632,608
1989,TEX,83,79,695,714
1989,TOR,89,73,731,651
1990,ATL,65,97,682,821
1990,BAL,76,85,669,698
1990,BOS,88,74,699,664
1990,CAL,80,82,690,706
1990,CHA,94,68,682,633
1990,CHN,77,85,690,774
1990,CIN,91,71,693,597
1990,CLE,77,85,732,737
1990,DET,79,83,750,754
1990,HOU,75,87,573,656
1990,KCA,75,86,707,709
1990,LAN,86,76,728,685
1990,MIL,74,88,732,760
1990,MIN,74,88,666,729
1990,MON,85,77,662,598
1990,NYA,67,95,603,749
1990,NYN,91,71,775,613
1990,OAK,103,59,733,570
1990,PHI,77,85,646,729
1990,PIT,95,67,733,619
1990,SDN,75,87,673,673
1990,SEA,77,85,640,680
1990,SFN,85,77,719,710
1990,SLN,70,92,599,698
1990,TEX,83,79,676,696
1990,TOR,86,76,767,661
1991,ATL,94,68,749,644
1991,BAL,67,95,686,796
1991,BOS,84,78,731,712
1991,CAL,81,81,653,649
1991,CHA,87,75,758,681
1991,CHN,77,83,695,734
1991,CIN,74,88,689,691
1991,CLE,57,105,576,759
1991,DET,84,78,817,794
1991,HOU,65,97,605,717
1991,KCA,82,80,727,722
1991,LAN,93,69,665,565
1991,MIL,83,79,799,744
1991,MIN,95,67,776,652
1991,MON,71,90,579,655
1991,NYA,71,91,674,777
1991,NYN,77,84,640,646
1991,OAK,84,78,760,776
1991,PHI,78,84,629,680
1991,PIT,98,64,768,632
1991,SDN,84,78,636,646
1991,SEA,83,79,702,674
1991,SFN,75,87,649,697
1991,SLN,84,78,651,648
1991,TEX,85,77,829,814
1991,TOR,91,71,684,622
1992,ATL,98,64,682,569
1992,BAL,89,73,705,656
1992,BOS,73,89,599,669
1992,CAL,72,90,579,671
1992,CHA,86,76,738,690
1992,CHN,78,84,593,624
1992,CIN,90,72,660,609
1992,CLE,76,86,674,746
1992,DET,75,87,791,794
1992,HOU,81,81,608,668
1992,KCA,72,90,610,667
1992,LAN,63,99,548,636
1992,MIL,92,70,740,604
1992,MIN,90,72,747,653
1992,MON,87,75,648,581
1992,NYA,76,86,733,746
1992,NYN,72,90,599,653
1992,OAK,96,66,745,672
1992,PHI,70,92,686,717
1992,PIT,96,66,693,595
1992,SDN,82,80,617,636
1992,SEA,64,98,679,799
1992,SFN,72,90,574,647
1992,SLN,83,79,631,604
1992,TEX,77,85,682,753
1992,TOR,96,66,780,682
1993,ATL,104,58,767,559
1993,BAL,85,77,786,745
1993,BOS,80,82,686,698
1993,CAL,71,91,684,770
1993,CHA,94,68,776,664
1993,CHN,84,78,738,739
1993,CIN,73,89,722,785
1993,CLE,76,86,790,813
1993,COL,67,95,758,967
1993,DET,85,77,899,837
1993,FLO,64,98,581,724
1993,HOU,85,77,716,630
1993,KCA,84,78,675,694
1993,LAN,81,81,675,662
1993,MIL,69,93,733,792
1993,MIN,71,91,693,830
1993,MON,94,68,732,682
1993,NYA,88,74,821,761
1993,NYN,59,103,672,744
1993,OAK,68,94,715,846
1993,PHI,97,65,877,740
1993,PIT,75,87,707,806
1993,SDN,61,101,679,772
1993,SEA,82,80,734,731
1993,SFN,103,59,808,636
1993,SLN,87,75,758,744
1993,TEX,86,76,835,751
1993,TOR,95,67,847,742
1994,ATL,68,46,542,448
1994,BAL,63,49,589,497
1994,BOS,54,61,552,621
1994,CAL,47,68,543,660
1994,CHA,67,46,633,498
1994,CHN,49,64,500,549
1994,CIN,66,48,609,490
1994,CLE,66,47,679,562
1994,COL,53,64,573,638
1994,DET,53,62,652,671
1994,FLO,51,64,468,576
1994,HOU,66,49,602,503
1994,KCA,64,51,574,532
1994,LAN,58,56,532,509
1994,MIL,53,62,547,586
1994,MIN,53,60,594,688
1994,MON,74,40,585,454
1994,NYA,70,43,670,534
1994,NYN,55,58,506,526
1994,OAK,51,63,549,589
1994,PHI,54,61,521,497
1994,PIT,53,61,466,580
1994,SDN,47,70,479,531
1994,SEA,49,63,569,616
1994,SFN,55,60,504,500
1994,SLN,53,61,535,621
1994,TEX,52,62,613,697
1994,TOR,55,60,566,579
1995,ATL,90,54,645,540
1995,BAL,71,73,704,640
1995,BOS,86,58,791,698
1995,CAL,78,67,801,697
1995,CHA,68,76,755,758
1995,CHN,73,71,693,671
1995,CIN,85,59,747,623
1995,CLE,100,44,840,607
1995,COL,77,67,785,783
1995,DET,60,84,654,844
1995,FLO,67,76,673,673
1995,HOU,76,68,747,674
1995,KCA,70,74,629,691
1995,LAN,78,66,634,609
1995,MIL,65,79,740,747
1995,MIN,56,88,703,889
1995,MON,66,78,621,638
1995,NYA,79,65,749,688
1995,NYN,69,75,657,618
1995,OAK,67,77,730,761
1995,PHI,69,75,615,658
1995,PIT,58,86,629,736
1995,SDN,70,74,668,672
1995,SEA,79,66,796,708
1995,SFN,67,77,652,776
1995,SLN,62,81,563,658
1995,TEX,74,70,691,720
1995,TOR,56,88,642,777
1996,ATL,96,66,773,648
1996,BAL,88,74,949,903
1996,BOS,85,77,928,921
1996,CAL,70,91,762,943
1996,CHA,85,77,898,794
1996,CHN,76,86,772,771
1996,CIN,81,81,778,773
1996,CLE,99,62,952,769
1996,COL,83,79,961,964
1996,DET,53,109,783,1103
1996,FLO,80,82,688,703
1996,HOU,82,80,753,792
1996,KCA,75,86,746,786
1996,LAN,90,72,703,652
1996,MIL,80,82,894,899
1996,MIN,78,84,877,900
1996,MON,88,74,741,668
1996,NYA,92,70,871,787
1996,NYN,71,91,746,779
1996,OAK,78,84,861,900
1996,PHI,67,95,650,790
1996,PIT,73,89,776,833
1996,SDN,91,71,771,682
1996,SEA,85,76,993,895
1996,SFN,68,94,752,862
1996,SLN,88,74,759,706
1996,TEX,90,72,928,799
1996,TOR,74,88,766,809
1997,ANA,84,78,829,794
1997,ATL,101,61,791,581
1997,BAL,98,64,812,681
1997,BOS,78,84,851,857
1997,CHA,80,81,779,833
1997,CHN,68,94,687,759
1997,CIN,76,86,651,764
1997,CLE,86,75,868,815
1997,COL,83,79,923,908
1997,DET,79,83,784,790
1997,FLO,92,70,740,669
1997,HOU,84,78,777,660
1997,KCA,67,94,747,820
1997,LAN,88,74,742,645
1997,MIL,78,83,681,742
1997,MIN,68,94,772,861
1997,MON,78,84,691,740
1997,NYA,96,66,891,688
1997,NYN,88,74,777,709
1997,OAK,65,97,764,946
1997,PHI,68,94,668,840
1997,PIT,79,83,725,760
1997,SDN,76,86,795,891
1997,SEA,90,72,925,833
1997,SFN,90,72,784,793
1997,SLN,73,89,689,708
1997,TEX,77,85,807,823
1997,TOR,76,86,654,694
1998,ANA,85,77,787,783
1998,ARI,65,97,665,812
1998,ATL,106,56,826,581
1998,BAL,79,83,817,785
1998,BOS,92,70,876,729
1998,CHA,80,82,861,931
1998,CHN,90,73,831,792
1998,CIN,77,85,750,760
1998,CLE,89,73,850,779
1998,COL,77,85,826,855
1998,DET,65,97,722,863
1998,FLO,54,108,667,923
1998,HOU,102,60,874,620
1998,KCA,72,89,714,899
1998,LAN,83,79,669,678
1998,MIL,74,88,707,812
1998,MIN,70,92,734,818
1998,MON,65,97,644,783
1998,NYA,114,48,965,656
1998,NYN,88,74,706,645
1998,OAK,74,88,804,866
1998,PHI,75,87,713,808
1998,PIT,69,93,650,718
1998,SDN,98,64,749,635
1998,SEA,76,85,859,855
1998,SFN,89,74,845,739
1998,SLN,83,79,810,782
1998,TBA,63,99,620,751
1998,TEX,88,74,940,871
